user.id,time,incoming,dest.user.id.if.known,dest.phone.hash
61,2008-01-01 15:00:25,0,1,3502965008
61,2008-01-01 15:00:25,0,61,3480933661
61,2008-01-01 15:00:25,1,1,3502965008
61,2008-01-01 15:00:25,1,,177622
61,2008-01-01 15:00:25,1,61,3480933661
37,2008-01-01 17:39:50,1,,1361435264
37,2008-01-01 17:39:50,0,,2775336710
37,2008-01-02 23:18:10,1,37,310381472
37,2008-01-02 23:18:10,1,,2775336710
37,2008-01-04 14:55:44,1,,1361435264
37,2008-01-04 14:55:44,1,,3224177634
37,2008-01-04 14:55:44,1,,2511856882
37,2008-01-04 14:55:44,0,,3867576797
37,2008-01-04 14:55:44,0,37,310381472
61,2008-01-06 12:01:36,0,1,3502965008
37,2008-01-21 22:02:38,1,,310384803
37,2008-01-21 22:02:38,1,,1361435264
61,2008-01-22 22:01:47,1,,177622
37,2008-01-26 01:17:06,1,,1361435264
37,2008-01-27 12:26:24,0,37,310381472
37,2008-01-27 12:26:24,1,37,310381472
61,2008-01-27 16:49:37,1,61,3480933661
57,2008-01-28 12:05:07,0,,2884325110
57,2008-01-28 12:05:07,0,,675833498
57,2008-01-28 12:05:07,0,,4100035701
57,2008-01-28 12:05:07,0,,2884325110
57,2008-01-28 12:05:07,0,,675833498
57,2008-01-28 12:05:07,0,,4100035701
57,2008-01-28 12:05:07,0,,2884325110
57,2008-01-28 12:05:07,0,,675833498
57,2008-01-28 12:05:07,0,,4100035701
37,2008-01-30 18:37:17,1,37,310381472
37,2008-01-30 19:01:24,0,,1361435264
37,2008-01-30 19:01:24,0,37,310381472
16,2008-01-31 20:03:45,1,,648361446
16,2008-01-31 21:03:45,1,,648361446
37,2008-02-17 18:02:46,1,,1361435264
37,2008-02-17 18:02:46,1,37,310381472
37,2008-02-17 18:02:46,0,,1295063717
5,2008-02-26 18:42:02,1,,2457434914
5,2008-02-26 19:42:02,1,,2457434914
5,2008-02-26 20:42:02,1,,2457434914
5,2008-02-28 18:08:50,1,,4238471886
5,2008-02-28 19:08:50,1,,4238471886
5,2008-02-28 20:08:50,1,,4238471886
5,2008-03-06 09:43:12,1,,1080586285
5,2008-03-06 10:43:12,1,,1080586285
5,2008-03-06 11:43:12,1,,1080586285
5,2008-03-06 15:47:37,1,,1088995374
5,2008-03-06 16:47:37,1,,1088995374
5,2008-03-06 17:47:37,1,,1088995374
5,2008-03-08 16:44:17,1,,1088995374
5,2008-03-08 17:44:17,1,,1088995374
5,2008-03-08 18:44:17,1,,1088995374
5,2008-03-17 20:34:36,1,,2297345650
5,2008-03-17 21:34:36,1,,2297345650
5,2008-03-17 22:34:36,1,,2297345650
5,2008-03-21 11:35:15,1,,2297345651
5,2008-03-21 12:35:15,1,,2297345651
5,2008-03-21 13:35:15,1,,2297345651
5,2008-03-30 10:14:48,1,,3859310224
5,2008-03-30 11:14:48,1,,3859310224
5,2008-03-30 12:14:48,1,,3859310224
61,2008-03-31 19:49:18,1,1,3502965008
5,2008-04-04 19:23:15,1,,2297345650
5,2008-04-04 20:23:15,1,,2297345650
5,2008-04-04 21:23:15,1,,2297345650
5,2008-04-10 23:19:40,1,,2297345651
5,2008-04-10 23:31:42,1,,4238471886
5,2008-04-11 00:19:40,1,,2297345651
5,2008-04-11 00:31:42,1,,4238471886
5,2008-04-11 01:19:40,1,,2297345651
5,2008-04-11 01:31:42,1,,4238471886
5,2008-04-12 14:34:49,1,,2393994694
5,2008-04-12 15:34:49,1,,2393994694
5,2008-04-12 16:34:49,1,,2393994694
5,2008-04-21 18:45:57,1,,3859310224
5,2008-04-21 19:45:57,1,,3859310224
5,2008-04-21 20:45:57,1,,3859310224
5,2008-04-23 21:57:54,1,,2297345650
5,2008-04-23 22:57:54,1,,2297345650
5,2008-04-23 23:57:54,1,,2297345650
1,2008-04-26 18:35:34,1,61,3480933661
1,2008-04-26 19:35:34,1,61,3480933661
1,2008-04-26 20:35:34,1,61,3480933661
5,2008-05-01 15:19:09,1,,2297345651
5,2008-05-01 15:47:32,1,,2297345650
5,2008-05-01 15:57:27,1,,2297345650
5,2008-05-01 16:19:09,1,,2297345651
5,2008-05-01 16:47:32,1,,2297345650
5,2008-05-01 16:57:27,1,,2297345650
5,2008-05-01 17:19:09,1,,2297345651
5,2008-05-01 17:47:32,1,,2297345650
5,2008-05-01 17:57:27,1,,2297345650
5,2008-05-01 19:16:21,1,,2297345650
5,2008-05-01 20:16:21,1,,2297345650
5,2008-05-01 21:16:21,1,,2297345650
70,2008-05-09 10:32:16,1,,4213741699
5,2008-05-09 12:44:11,1,,4125595916
5,2008-05-09 12:44:50,1,,4125595916
5,2008-05-09 13:44:11,1,,4125595916
5,2008-05-09 13:44:50,1,,4125595916
5,2008-05-09 14:44:11,1,,4125595916
5,2008-05-09 14:44:50,1,,4125595916
70,2008-05-14 10:55:03,1,,4213741699
5,2008-05-28 00:39:45,1,,1088995374
5,2008-05-28 00:39:45,1,,3859310224
5,2008-05-28 00:39:45,1,,2297345650
5,2008-05-28 01:39:45,1,,1088995374
5,2008-05-28 01:39:45,1,,2297345650
5,2008-05-28 01:39:45,1,,3859310224
58,2008-06-03 19:27:33,1,,242993091
58,2008-06-05 09:12:54,1,,194156810
58,2008-06-06 17:51:15,1,,4032462281
58,2008-06-06 17:51:16,1,,4032462281
58,2008-06-08 13:33:57,1,,3036096875
70,2008-06-14 18:09:27,1,,194156708
70,2008-06-15 14:29:37,1,,2962694018
70,2008-06-15 23:26:37,1,,4213741699
70,2008-06-15 23:26:39,1,,4213741699
70,2008-06-16 08:08:01,1,,4213741699
15,2008-06-16 15:49:59,1,,194156974
15,2008-06-16 16:49:59,1,,194156974
70,2008-06-18 15:19:20,1,,4213741699
1,2008-06-20 09:30:44,1,61,3480933661
1,2008-06-20 10:30:44,1,61,3480933661
1,2008-06-20 11:30:44,1,61,3480933661
70,2008-06-25 10:10:41,1,,120701858
58,2008-06-27 12:43:18,1,,4032462282
58,2008-06-27 12:43:19,1,,4032462282
70,2008-06-28 08:01:57,1,,420013065
58,2008-06-29 11:47:45,1,,3231186199
58,2008-06-29 12:08:49,1,,3231186199
58,2008-06-29 12:17:18,1,,3231186199
58,2008-06-29 12:29:42,1,,3231186199
70,2008-07-01 08:18:31,1,,771956081
58,2008-07-01 18:56:50,1,,4095012477
68,2008-07-04 13:16:37,1,,3095947835
68,2008-07-04 14:16:37,1,,3095947835
15,2008-07-04 21:13:34,1,,3878228953
15,2008-07-04 22:13:34,1,,3878228953
58,2008-07-05 13:57:05,1,,2151456763
15,2008-07-05 16:46:14,1,,1169589286
15,2008-07-05 17:46:14,1,,1169589286
70,2008-07-05 18:54:39,1,,194157798
70,2008-07-06 01:31:49,1,,194156747
70,2008-07-06 13:59:12,1,,4146297423
1,2008-07-08 03:52:20,1,61,3480933661
1,2008-07-08 04:52:20,1,61,3480933661
1,2008-07-08 05:52:20,1,61,3480933661
58,2008-07-10 12:17:59,1,,2151456763
58,2008-07-10 18:34:06,1,,2545107195
58,2008-07-11 19:08:23,1,24,1873398567
58,2008-07-11 19:08:27,1,24,1873398567
58,2008-07-11 23:43:26,1,24,1873398567
58,2008-07-16 09:46:56,1,24,1873398567
68,2008-07-16 12:04:25,1,,194220923
68,2008-07-16 13:04:25,1,,194220923
70,2008-07-16 13:41:39,1,,1244260479
58,2008-07-16 18:38:32,1,,3220549945
58,2008-07-16 19:43:51,1,,4095012477
58,2008-07-16 20:14:13,1,,4095012477
58,2008-07-16 22:25:33,1,24,1873398567
70,2008-07-17 10:32:14,1,,3243309946
58,2008-07-19 16:00:10,1,24,1873398567
58,2008-07-21 12:26:13,1,,2151456763
58,2008-07-21 16:31:59,1,,2151456763
58,2008-07-25 02:06:55,1,,3036096875
58,2008-07-25 09:15:23,1,,3036096875
58,2008-07-25 22:06:15,1,24,1873398567
70,2008-07-26 21:45:57,1,,420013065
1,2008-07-27 06:53:44,1,61,3480933661
1,2008-07-27 07:11:36,1,61,3480933661
1,2008-07-27 07:53:44,1,61,3480933661
1,2008-07-27 08:11:36,1,61,3480933661
1,2008-07-27 08:53:44,1,61,3480933661
1,2008-07-27 09:11:36,1,61,3480933661
15,2008-07-30 09:45:05,1,,2347324411
15,2008-07-30 10:45:05,1,,2347324411
68,2008-08-03 22:39:35,1,,1137742162
68,2008-08-03 23:39:35,1,,1137742162
15,2008-08-04 00:35:39,1,,2404610875
55,2008-08-07 09:32:08,0,,1579025577
55,2008-08-07 09:45:16,0,,1579025577
55,2008-08-07 10:26:25,0,,1579025577
4,2008-08-07 10:32:08,0,,1579025577
4,2008-08-07 10:32:08,0,,1579025577
4,2008-08-07 10:32:08,0,,1579025577
4,2008-08-07 10:32:08,0,,1579025577
52,2008-08-07 10:32:08,0,,1579025577
55,2008-08-07 10:32:08,0,,1579025577
55,2008-08-07 10:32:08,0,,1579025577
55,2008-08-07 10:40:43,0,,1579025577
4,2008-08-07 10:45:16,0,,1579025577
4,2008-08-07 10:45:16,0,,1579025577
4,2008-08-07 10:45:16,0,,1579025577
4,2008-08-07 10:45:16,0,,1579025577
52,2008-08-07 10:45:16,0,,1579025577
55,2008-08-07 10:45:16,0,,1579025577
55,2008-08-07 10:45:16,0,,1579025577
55,2008-08-07 10:51:11,0,,1579025577
55,2008-08-07 10:58:47,0,,1579025577
55,2008-08-07 11:08:17,0,,1579025577
55,2008-08-07 11:12:17,0,,1579025577
55,2008-08-07 11:21:31,0,,1579025577
55,2008-08-07 11:23:43,0,,1579025577
4,2008-08-07 11:26:25,0,,1579025577
4,2008-08-07 11:26:25,0,,1579025577
4,2008-08-07 11:26:25,0,,1579025577
4,2008-08-07 11:26:25,0,,1579025577
52,2008-08-07 11:26:25,0,,1579025577
55,2008-08-07 11:26:25,0,,1579025577
55,2008-08-07 11:26:25,0,,1579025577
55,2008-08-07 11:31:30,0,,1579025577
4,2008-08-07 11:40:43,0,,1579025577
4,2008-08-07 11:40:43,0,,1579025577
4,2008-08-07 11:40:43,0,,1579025577
4,2008-08-07 11:40:43,0,,1579025577
52,2008-08-07 11:40:43,0,,1579025577
55,2008-08-07 11:40:43,0,,1579025577
55,2008-08-07 11:40:43,0,,1579025577
55,2008-08-07 11:47:05,0,,1535970564
4,2008-08-07 11:51:11,0,,1579025577
4,2008-08-07 11:51:11,0,,1579025577
4,2008-08-07 11:51:11,0,,1579025577
4,2008-08-07 11:51:11,0,,1579025577
52,2008-08-07 11:51:11,0,,1579025577
55,2008-08-07 11:51:11,0,,1579025577
55,2008-08-07 11:51:11,0,,1579025577
4,2008-08-07 11:58:47,0,,1579025577
4,2008-08-07 11:58:47,0,,1579025577
4,2008-08-07 11:58:47,0,,1579025577
4,2008-08-07 11:58:47,0,,1579025577
52,2008-08-07 11:58:47,0,,1579025577
55,2008-08-07 11:58:47,0,,1579025577
55,2008-08-07 11:58:47,0,,1579025577
4,2008-08-07 12:08:17,0,,1579025577
4,2008-08-07 12:08:17,0,,1579025577
4,2008-08-07 12:08:17,0,,1579025577
4,2008-08-07 12:08:17,0,,1579025577
52,2008-08-07 12:08:17,0,,1579025577
55,2008-08-07 12:08:17,0,,1579025577
55,2008-08-07 12:08:17,0,,1579025577
4,2008-08-07 12:12:17,0,,1579025577
4,2008-08-07 12:12:17,0,,1579025577
4,2008-08-07 12:12:17,0,,1579025577
4,2008-08-07 12:12:17,0,,1579025577
52,2008-08-07 12:12:17,0,,1579025577
55,2008-08-07 12:12:17,0,,1579025577
55,2008-08-07 12:12:17,0,,1579025577
4,2008-08-07 12:21:31,0,,1579025577
4,2008-08-07 12:21:31,0,,1579025577
4,2008-08-07 12:21:31,0,,1579025577
4,2008-08-07 12:21:31,0,,1579025577
52,2008-08-07 12:21:31,0,,1579025577
55,2008-08-07 12:21:31,0,,1579025577
55,2008-08-07 12:21:31,0,,1579025577
4,2008-08-07 12:23:43,0,,1579025577
4,2008-08-07 12:23:43,0,,1579025577
4,2008-08-07 12:23:43,0,,1579025577
4,2008-08-07 12:23:43,0,,1579025577
52,2008-08-07 12:23:43,0,,1579025577
55,2008-08-07 12:23:43,0,,1579025577
55,2008-08-07 12:23:43,0,,1579025577
4,2008-08-07 12:31:30,0,,1579025577
4,2008-08-07 12:31:30,0,,1579025577
4,2008-08-07 12:31:30,0,,1579025577
4,2008-08-07 12:31:30,0,,1579025577
52,2008-08-07 12:31:30,0,,1579025577
55,2008-08-07 12:31:30,0,,1579025577
55,2008-08-07 12:31:30,0,,1579025577
4,2008-08-07 12:47:05,0,,1535970564
4,2008-08-07 12:47:05,0,,1535970564
4,2008-08-07 12:47:05,0,,1535970564
4,2008-08-07 12:47:05,0,,1535970564
52,2008-08-07 12:47:05,0,,1535970564
55,2008-08-07 12:47:05,0,,1535970564
55,2008-08-07 12:47:05,0,,1535970564
70,2008-08-13 22:38:34,1,,1174693030
70,2008-08-16 08:27:42,1,,4213741699
70,2008-08-18 09:47:22,1,,Nathaniel Sho
70,2008-08-18 09:47:22,1,,Nathaniel Sho
70,2008-08-18 09:47:22,1,,4167304339
